상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220807747994,인근주유소,,G2,소매,G214,연료 소매,G21401,주유소,G47711,운송장비용 주유소 운영업,12,전남광주통합특별시,12170,나주시,12170250,남평읍,1217025021,남평읍,1217025021102630003,1,대지,263.0,3.0,전남광주통합특별시 나주시 남평읍 남평리 263-3,121703000075,전남광주통합특별시 나주시 남평읍 산남로,189.0,,4617025021102630003072182,,전남광주통합특별시 나주시 남평읍 산남로 189,520844.0,58227,,,,126.833795689742,35.0459928066005
MA010120220804452861,한방삼계탕,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1168010100108310018,1,대지,831.0,18.0,서울특별시 강남구 역삼동 831-18,116802102001,서울특별시 강남구 강남대로,342.0,,1168010100108310018025655,,서울특별시 강남구 강남대로 342,135936.0,6242,,1,,127.030214999648,37.4936789672172
MA010120220803886368,치킨앤,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11290,성북구,11290555,삼선동,1129010800,동소문동5가,1129010800101200000,1,대지,120.0,,서울특별시 성북구 동소문동5가 120,112904121225,서울특별시 성북구 보문로38길,11.0,,1129010800101200000047486,돈암동일하이빌,서울특별시 성북구 보문로38길 11,136745.0,2846,,1,,127.014821567043,37.5916565969173
MA0101202311A0028722,황소이편한세상공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,41,경기도,41593,화성시 효행구,41593250,봉담읍,4159325021,봉담읍,4159325021106680000,1,대지,668.0,,경기도 화성시 효행구 봉담읍 상리 668,415934430653,경기도 화성시 효행구 봉담읍 상리1길,127.0,,4159025321101950001000002,이편한세상신봉담,경기도 화성시 효행구 봉담읍 상리1길 127,445891.0,18307,,1,,126.940987590101,37.2289823464472
MA010120220812359665,부을주,창원점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,48,경상남도,48123,창원시 성산구,48123530,상남동,4812312700,상남동,4812312700100190007,1,대지,19.0,7.0,경상남도 창원시 성산구 상남동 19-7,481234784216,경상남도 창원시 성산구 원이대로682번길,38.0,,4812312700100190007026452,파크프라자,경상남도 창원시 성산구 원이대로682번길 38,642832.0,51496,,,,128.685080738627,35.2202919708374
MA0101202406A0575332,행상숍,,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,11,서울특별시,11200,성동구,11200520,왕십리2동,1120010200,하왕십리동,1120010200109890009,1,대지,989.0,9.0,서울특별시 성동구 하왕십리동 989-9,112004109259,서울특별시 성동구 무학봉15길,13.0,,1120010200109890009024223,좌측,서울특별시 성동구 무학봉15길 13,133858.0,4710,,1,,127.030661558705,37.5625153893109
MA010120220808824150,유명란제리,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47413,속옷 및 잠옷 소매업,27,대구광역시,27110,중구,27110595,대신동,2711015400,대신동,2711015400101150001,1,대지,115.0,1.0,대구광역시 중구 대신동 115-1,271103007001,대구광역시 중구 국채보상로,470.0,,2711013500101540018000001,대신지하상가,대구광역시 중구 국채보상로 470,700750.0,41925,,,,128.581053359105,35.8705161947503
MA010120220810423033,케이팝스타코인노래연습장,,R1,예술·스포츠,R104,유원지·오락,R10407,노래방,R91223,노래 연습장 운영업,51,강원특별자치도,51130,원주시,51130550,단구동,5113010700,단구동,5113010700102670000,1,대지,267.0,,강원특별자치도 원주시 단구동 267,511303219012,강원특별자치도 원주시 늘품로,187.0,58.0,4213010700102670000000001,,강원특별자치도 원주시 늘품로 187-58,220940.0,26457,,,,127.964092881289,37.3373381917115
MA010120220802903287,라엠,,G2,소매,G217,시계·귀금속 소매,G21701,시계/귀금속 소매업,G47830,시계 및 귀금속 소매업,11,서울특별시,11440,마포구,11440600,대흥동,1144010800,대흥동,1144010800101940002,1,대지,194.0,2.0,서울특별시 마포구 대흥동 194-2,114403005016,서울특별시 마포구 백범로,109.0,,1144010800101940002005222,,서울특별시 마포구 백범로 109,121809.0,4136,,1,,126.94349865644,37.5473510712178
MA010120220808733856,널위한식탁,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,44,충청남도,44133,천안시 서북구,44133520,성정2동,4413310200,성정동,4413310200106610006,1,대지,661.0,6.0,충청남도 천안시 서북구 성정동 661-6,441334550288,충청남도 천안시 서북구 서부16길,59.0,,4413310200106610006000001,,충청남도 천안시 서북구 서부16길 59,331974.0,31135,,,,127.14323280494,36.8223171427584
MA010120220802203945,핸디페어，광성전기조명,,G2,소매,G212,기타 생활용품 소매,G21201,전기용품/조명장치 소매업,G47591,전기용품 및 조명장치 소매업,41,경기도,41310,구리시,41310520,동구동,4131010300,인창동,4131010300106630004,1,대지,663.0,4.0,경기도 구리시 인창동 663-4,413104388004,경기도 구리시 건원대로76번길,29.0,,4131010300106630004001845,주공아파트,경기도 구리시 건원대로76번길 29,471040.0,11917,,,,127.140502132483,37.6083052903422
MA010120220804354662,오렌지텔레콤신창,,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,11,서울특별시,11320,도봉구,11320513,창3동,1132010700,창동,1132010700105690079,1,대지,569.0,79.0,서울특별시 도봉구 창동 569-79,113203000004,서울특별시 도봉구 덕릉로,242.0,,1132010700105690079019027,,서울특별시 도봉구 덕릉로 242,132917.0,1473,,,,127.038861974938,37.639160249134
MA0101202211A0004935,충남홍성지역자활센터더런드리홍성월산점,,S2,수리·개인,S209,세탁,S20902,셀프 빨래방,S96912,가정용 세탁업,44,충청남도,44800,홍성군,44800250,홍성읍,4480025024,홍성읍,4480025024108340001,1,대지,834.0,1.0,충청남도 홍성군 홍성읍 월산리 834-1,448004586365,충청남도 홍성군 홍성읍 월산로54번길,17.0,,4480025024108340001000001,,충청남도 홍성군 홍성읍 월산로54번길 17,350809.0,32226,,,,126.646956975776,36.5996357420384
MA0101202308A0026125,하이리코스메틱,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,28,인천광역시,28290,검단구,28290560,마전동,2829010300,마전동,2829010300110160008,1,대지,1016.0,8.0,인천광역시 검단구 마전동 1016-8,282903156068,인천광역시 검단구 완정로,13.0,,2826011300106080005029655,,인천광역시 검단구 완정로 13,404260.0,23470,,2,,126.672101189627,37.5946528562658
MA0101202604A0048079,하이엔드스웨디시,,S2,수리·개인,S208,욕탕·신체관리,S20803,체형/비만 관리,S96129,체형 등 기타 신체 관리 서비스업,41,경기도,41597,화성시 동탄구,41597510,동탄1동,4159710200,반송동,4159710200100870001,1,대지,87.0,1.0,경기도 화성시 동탄구 반송동 87-1,415974431486,경기도 화성시 동탄구 동탄중심상가2길,26.0,31.0,4159012700104040002000001,가희프라자,경기도 화성시 동탄구 동탄중심상가2길 26-31,445160.0,18453,,2,,127.073628587122,37.2069435138625
MA010120220812624572,포레피아노음악학원,,P1,교육,P106,기타 교육,P10609,음악학원,P85621,음악학원,41,경기도,41310,구리시,41310510,갈매동,4131010100,갈매동,4131010100106360001,1,대지,636.0,1.0,경기도 구리시 갈매동 636-1,413103351112,경기도 구리시 갈매순환로,5.0,,4131010100201020000000001,신우프라자,경기도 구리시 갈매순환로 5,471080.0,11902,,,,127.111467854871,37.6260767342262
MA010120220801798972,이레씨앗자연학습장,,R1,예술·스포츠,R104,유원지·오락,R10499,기타 오락관련 서비스업,R91299,그 외 기타 분류 안된 오락관련 서비스업,41,경기도,41281,고양시 덕양구,41281580,창릉동,4128111300,용두동,4128111300100140000,1,대지,14.0,,경기도 고양시 덕양구 용두동 14,412814376162,경기도 고양시 덕양구 용두로121번길,20.0,,4128111300100140000003232,,경기도 고양시 덕양구 용두로121번길 20,412110.0,10549,,,,126.89327370935,37.6215671744185
MA010120220805405074,중앙공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,41,경기도,41281,고양시 덕양구,41281630,행주동,4128112000,토당동,4128112000108430000,1,대지,843.0,,경기도 고양시 덕양구 토당동 843,412813192061,경기도 고양시 덕양구 지도로,114.0,,4128112000108430000012123,석수빌딩,경기도 고양시 덕양구 지도로 114,412820.0,10511,,,,126.823676421727,37.6272500131355
MA010120220809177519,오토컬러,포항점,S2,수리·개인,S203,자동차 수리·세차,S20302,자동차 세차장,S95213,자동차 세차업,47,경상북도,47111,포항시 남구,47111580,효곡동,4711111400,효자동,4711111400101860000,1,대지,186.0,,경상북도 포항시 남구 효자동 186,471114709727,경상북도 포항시 남구 효자로118번길,20.0,,4711111400101860000128790,,경상북도 포항시 남구 효자로118번길 20,790330.0,37663,,,,129.337661162893,36.0091540612264
MA0106202202A0036573,메드아웃도어,,G2,소매,G213,오락용품 소매,G21304,운동용품 소매업,G47631,운동 및 경기용품 소매업,11,서울특별시,11440,마포구,11440630,신수동,1144011100,신수동,1144011100104480006,1,대지,448.0,6.0,서울특별시 마포구 신수동 448-6,114403113023,서울특별시 마포구 토정로,222.0,,1144011100104480006026682,,서울특별시 마포구 토정로 222,121856.0,4091,,,,126.935296948905,37.5444906952172
MA010120220808814497,미치베66,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,43,충청북도,43130,충주시,43130550,용산동,4313010600,용산동,4313010600100770000,1,대지,77.0,,충청북도 충주시 용산동 77,431303238048,충청북도 충주시 예성로,104.0,,4313010600100980000006870,,충청북도 충주시 예성로 104,380090.0,27394,,,,127.9337781238,36.9661601842245
MA010120220800799265,골드공인중개사,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11650,서초구,11650600,방배1동,1165010100,방배동,1165010100109350027,1,대지,935.0,27.0,서울특별시 서초구 방배동 935-27,116504163392,서울특별시 서초구 서초대로24길,25.0,,1165010100109350027014487,,서울특별시 서초구 서초대로24길 25,137844.0,6672,,1,,126.993769898897,37.4863124241782
MA010120220812890446,리폼하우스,,S2,수리·개인,S206,기타 가정용품 수리,S20601,의류/이불 수선업,S95391,의복 및 기타 가정용 직물제품 수리업,12,전남광주통합특별시,12190,광양시,12190250,광양읍,1219025035,광양읍,1219025035118340000,1,대지,1834.0,,전남광주통합특별시 광양시 광양읍 덕례리 1834,121903283036,전남광주통합특별시 광양시 광양읍 순광로,466.0,,4623025035107070000000001,광양,전남광주통합특별시 광양시 광양읍 순광로 466,545802.0,57764,,2,,127.566308099144,34.9626523490341
MA0101202406A0548884,글로벌봉피양압구정지점,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11680,강남구,11680510,신사동,1168010700,신사동,1168010700105860007,1,대지,586.0,7.0,서울특별시 강남구 신사동 586-7,116803121022,서울특별시 강남구 논현로,805.0,,1168010700105860007011482,유로프라자,서울특별시 강남구 논현로 805,135892.0,6032,,1,,127.02766934805,37.5206646906573
MA0101202602A0006423,대상,,N1,시설관리·임대,N110,가정용품 대여,N11001,스포츠/레크리에이션 용품 대여업,N76210,스포츠 및 레크리에이션 용품 임대업,52,전북특별자치도,52710,완주군,52710340,소양면,5271034027,소양면,5271034027104730002,1,대지,473.0,2.0,전북특별자치도 완주군 소양면 화심리 473-2,527103273035,전북특별자치도 완주군 소양면 상관소양로,1077.0,,4571034027104730002000001,,전북특별자치도 완주군 소양면 상관소양로 1077,565844.0,55346,,,,127.271255803521,35.8392211771464
MA0101202409A0237026,달려라휘트니스문화전당점파나타오피셜센터요가토탈피트니스,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,P85613,레크리에이션 교육기관,12,전남광주통합특별시,12210,동구,12210655,서남동,1221011300,광산동,1221011300100790000,1,대지,79.0,,전남광주통합특별시 동구 광산동 79,122103159008,전남광주통합특별시 동구 서석로,40.0,,2911011300100790000007805,,전남광주통합특별시 동구 서석로 40,501180.0,61487,,4,,126.918014048816,35.1463291883755
MA0101202412A0004048,스테이강화,,I1,숙박,I101,일반 숙박,I10103,펜션,I55104,민박업,28,인천광역시,28710,강화군,28710340,화도면,2871034029,화도면,2871034029101210033,1,대지,121.0,33.0,인천광역시 강화군 화도면 장화리 121-33,287103157038,인천광역시 강화군 화도면 해안남로,2559.0,3.0,2871034029101210033000001,,인천광역시 강화군 화도면 해안남로 2559-3,417863.0,23061,,,,126.375438303652,37.6307291954544
MA010120220804784478,세기모터스,,S2,수리·개인,S203,자동차 수리·세차,S20301,자동차 정비소,S95211,자동차 종합 수리업,41,경기도,41463,용인시 기흥구,41463586,상하동,4146311700,상하동,4146311700104660003,1,대지,466.0,3.0,경기도 용인시 기흥구 상하동 466-3,414633204046,경기도 용인시 기흥구 어정로,83.0,,4146311700104660003222862,,경기도 용인시 기흥구 어정로 83,446517.0,16986,,,,127.138988118785,37.2742109436174
MA010120220813589814,오케이신발,,G2,소매,G209,섬유·의복·신발 소매,G20910,신발 소매업,G47430,신발 소매업,41,경기도,41610,광주시,41610259,곤지암읍,4161025934,곤지암읍,4161025934103200000,1,대지,320.0,,경기도 광주시 곤지암읍 열미리 320,416104433522,경기도 광주시 곤지암읍 벌열미길,35.0,7.0,4161025634103200000021973,,경기도 광주시 곤지암읍 벌열미길 35-7,464857.0,12717,,,,127.366055858747,37.3577836142919
MA0101202510A0030488,세허니카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,12,전남광주통합특별시,12150,순천시,12150635,도사동,1215012700,덕월동,1215012700108880000,1,대지,888.0,,전남광주통합특별시 순천시 덕월동 888,121504649240,전남광주통합특별시 순천시 덕월길,112.0,,4615012700108880000000001,주2동,전남광주통합특별시 순천시 덕월길 112,540943.0,57997,,,,127.484521647931,34.9223899519511
MA010120220808784210,맹가네반찬덮밥,,I2,음식,I201,한식,I20199,기타 한식 음식점,I56111,한식 일반 음식점업,11,서울특별시,11530,구로구,11530800,항동,1153011200,항동,1153011200102360000,1,대지,236.0,,서울특별시 구로구 항동 236,115303000021,서울특별시 구로구 연동로,233.0,,1153011200101000005000001,항동중흥에스클래스베르데카운티,서울특별시 구로구 연동로 233,152140.0,8362,,1,,126.820706283693,37.4817075489575
